asin,reviewerID,reviewerName,helpful,reviewText,overall,unixReviewTime,reviewTime,title,price,imUrl,salesRank,brand,categories
B002G7A1EA,A1M9671AL0KID8,Albert Biagini,"[3, 3]","I have an ATT cell phone that I wanted to unlock. I tryed to unlock it with other sim cards but it would not unlock. Onesome told me to try a T-Moblle sim card, well it worked. It unlocked my Pantech C790 just like that. Now I use use a Red Pocket sim card and Red Pocket for my minute and text $19.99 a month.",5.0,1369008000,"05 20, 2013",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,A2U6EHRFSBYMMU,AP,"[0, 0]",This is a T-mobile SIM card that is unactivated.T-mobile has this new thing where if you are a new service member- you have to pay 10 dollars for the card that they activate for you.You can't use this card!This is for a replacement in case you lose yours. It's sold by t-mbobile themselves so you don't have to worry about shadiness.,4.0,1394064000,"03 6, 2014",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,A1QHBYBOPYDBGU,Ash,"[0, 0]","There is nothing much to say here, was able to activate my SIM card quite easily, just followed the online instructions on the T-Mobile website.",5.0,1326412800,"01 13, 2012",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,AIISKP5DLGO1V,curley,"[0, 0]","My bad!  I ordered the wrong sim card,  but it came very fast and was used by another family member that has T-Mobile.  Thank you",3.0,1378857600,"09 11, 2013",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,A2UC8ECMS3R8YJ,DIANE,"[0, 1]",MUCH CHEAPER THAN T-MOBILE AND WITH KIDS WHO LOOSE PHONES I KEEP ONE EXTRA ALL THE TIME. ITS A GREAT VALUE,5.0,1349481600,"10 6, 2012",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,AU8S8F5CWJ1PB,Douglas,"[0, 0]","I ordered this SIM card as a replacement for my grandbaby's lost phone. I called t-mobile customer service, they verified my identity, I gave them the SIM card # and it was active within minutes. This is the same SIM card that t-mobile and the off brand cell phone stores are charging $20 for. This SIM card works as advertised.",5.0,1324425600,"12 21, 2011",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,ADEGYRIVEFGJU,iHacker007,"[0, 0]",Great for activate MMS on straight talk unlocked iPhones using the swap method to enable the APN settings tabs hide under cellular options.Pros: Great price fast shippingCons: You have to cut the sim card in order to use it on iPhone 4 to iPhone 5. This sale is for a regular sized sim card.,5.0,1379376000,"09 17, 2013",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,A1I1N9WZE2YMO7,Jimmy Ngo,"[4, 4]","Works great, I called T-Mobile and had this sim card activated in 5 minutes. They have a automated system or you can speak to a rep.",5.0,1337990400,"05 26, 2012",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,A08161909WK3HU7UYTMW,"Jody G. Collyer ""Jody G  Collyer""","[0, 0]",Hay can a  T mobile Sim Card be put in to a a contract cell phone?And Gert Back To me on this item question please,5.0,1362096000,"03 1, 2013",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
B002G7A1EA,A378SKHGPNY11,ltnorham,"[1, 1]","Ordered this from seller Masterdeals. I'm in California and it arrived in 6 days including a weekend. It works fine.I used a sim cutter to chop it down to micro-sim size for use in a Samsung Galaxy S3. When I first saw the card I thought the gold contact portion looked larger than shown in the picture, and I was worried the sim cutter would break the card. It just barely fit - no margin whatsoever, but still works.To activate it I called T-mobile at the number at the back of the card. I told the operator I wanted to transfer my phone number from my existing prepaid account to a new SIM. I'd forgotten my PIN number, but was able to ""prove"" my identity by providing a phone number that I had called in the past week (a bit weak of a security measure, but that's another topic). They asked for the number printed on the back of the card, then told me to put the new card in my phone, and wait two hours or so for a text message. I did so and the text came very quickly. The whole process took only about 15 minutes.",5.0,1344556800,"08 10, 2012",T-mobile Sim Card Brand New Unactivated Replacement (not for activating pre-paid service),1.99,http://ecx.images-amazon.com/images/I/4151RXOyOvL._SY300_.jpg,{'Cell Phones & Accessories': 20201},T-Mobile,"[['Cell Phones & Accessories', 'Accessories', 'SIM Cards & Tools']]"
