asin,reviewerID,reviewerName,helpful,reviewText,overall,unixReviewTime,reviewTime,title,price,imUrl,salesRank,brand,categories
B00B8M4IMK,A2P68VRKQMYBDE,Aceforall,"[0, 0]","Product exterior - 3"" x 1"" x 1"" or so. Picking it up you can feel a little weight to it, you can tell it is not a cheaply made charger.After plugging in my phone and iPad 2 into the charger, both notified me that they were charging. I charged my devices on my drive home for work, phone charged 20% and my iPad 10% in about 15 min.I make a few trips to Colorado per year (300 miles) and will use this every trip. The kids love to use the iPad in the car, but the battery will be out before we get to our destination. Now we will be able to charge it like we had it at home plugged in.This is great for those on the go people that need a good quick rapid charge for your phone, but also need to charge an iPad. This charger will work with any device that can be charged from a USB cord(5v).Anker gave me this product in exchange for my honest feedback.",5.0,1365984000,"04 15, 2013","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A1YWPIO89MPQZG,ACG,"[0, 0]","If you have iOS devices and/or power hungry smartphones, this is the car charger for you. It is slick, small and well built. And more importantly, delivers enough power to rapidly charge my Galaxy S4 while using my Nav app with screen on.Only drawback is that there is no light to indicate is charging but the phone does so who cares.",5.0,1375056000,"07 29, 2013","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A2N8E2H4P3XGVI,Adam,"[0, 0]","I would recommend this over any other car charger i have used.  It charges the battery much faster on my iPhone than a standard car usb.  I held off on buying one of these from Anker for a while because it looked large in the picture, the charger is actually not as big as it looks online.",5.0,1386892800,"12 13, 2013","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A1Q1XLJ4MPS2SH,Adia,"[0, 0]",Only gave a 1 because I couldn't figure out how to give NO stars and still write a review... The thing stopped working shortly after I plugged it in,1.0,1405123200,"07 12, 2014","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A1Q8QWVMOMI9G3,"Adrian ""-ACB""","[0, 0]","With so many cheap &#34;import&#34; units for just a few dollars, it's really within your best interest to spend a little extra and get something with some quality. This unit fits the bill nicely, so much I bought one to test and ended up ordering two more. I have no tested this up to the rated 2.4amp claim, but at 1.4 amps with my Nexus 7 tablet it is still putting out a nice stable voltage. I then hooked up my Nexus 5 phone at the same time and it was fast charing both.I hooked it up to my bench power supply and fed it 13.92 volts. I then connected my USB current / volt meter and then my Nexus 7 tablet. It was putting out 1.41amps at 5.22 volts. Not bad, that's about as I've ever seen my Nexus 7 draw while charging. When I then connected my phone (which charges around 1.2 amps) the voltage stayed nice and steady. This thing works - and I've VERY pleased.It's also quite small -- when inserted into the lighter all that sticks out is the little cube end with the two USB ports. There is no silly and ugly LED light to blind you at night either.Highly recommended as I have found all Anker products to be well designed and work well. I purchased the 6000mah portable power bank and a 3000mah one for my mother and another for my father and all of those devices work great too.",5.0,1403136000,"06 19, 2014","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A24BC8WNWMJIXC,A,"[4, 5]",Got this for traveling back roads of France following the Tour. Wanted to be able to charge two smart phones on the go.,5.0,1373932800,"07 16, 2013","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A16SALD2WP5KGS,"Ahmad Taresh ""A.S.A.T""","[0, 0]",Deserve what i paid for. Very nice design & very good in charging speed. Also like the small finish toushs.,5.0,1392422400,"02 15, 2014","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A2HR9WDG4G93UK,Alan Goodridge,"[0, 0]","In combination with the vMart 1M 3 FT Fabric Braided Flat Noodle Micro USB cable. In car charging of my Galaxy Note2 is now a snap. No more worries of running out of power with daily heavy use of Google maps and location services. Not to mention Cnet, Google+ ect,ect...",5.0,1405123200,"07 12, 2014","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A235R08UO6AY3G,Aleandro Gil,"[0, 0]",Has very good construction and finish but has a major feature missing: doesn't have any indicator light to inform it's connected or has power.  This indicator light would also serve to locate the ports in the dark.  With this simple feature it would be a great product.,3.0,1405987200,"07 22, 2014","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A38IFPLTEGTWM6,Alejandro,"[0, 0]","it's a great charger. I use it to charge my nexus 5 and nexus 7 at the same time. it charges very fast. the only con I found was that it's kind of big, cause there are some other charges way smaller in the market.... but it's a very fast charger. My girlfriend want's one for her.",5.0,1397606400,"04 16, 2014","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B00B8M4IMK,A1T5FC0TKMVUMB,Alexander N. Spitzer,"[0, 0]",I have found that this charges my phone much faster than the older cigarette lighter usb plug I had been using for years.,5.0,1394928000,"03 16, 2014","Anker&reg; 24W Dual-Port Rapid USB Car Charger with PowerIQ&trade; Technology for iPhone 5s 5c 5; iPad Air, mini; Galaxy S5 S4; Note 3 2; the new HTC One (M8) and More (White)",11.99,http://ecx.images-amazon.com/images/I/314CnBxZKEL._SY300_.jpg,{'Cell Phones & Accessories': 145},Anker,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
