asin,reviewerID,reviewerName,helpful,reviewText,overall,unixReviewTime,reviewTime,title,price,imUrl,salesRank,brand,categories
B0009SHMUY,ADLVFFE4VBT8,"A. Dent ""Aragorn""","[43, 43]","BRIEFLY:This inexpensive wire allows for easy transfer of media files - photos, DRM-free music, videos, etc. between a Sony Ericsson phone and any computer that has a USB port.It is very useful for phone users such as myself who are only interested in a 'phone calls only' plan and are not willing to pay the phone company some extra monthly charge for Internet service.It is needed because the Sony Ericsson phones do NOT support a standard USB interface so a 'normal' USB cable will not work._______________________________________EXTENDED DISCUSSION:I'm not surprised my wife's Sony Ericsson's TM506 came without a USB interface wire. It was a 'free' phone and the phone company wished they could nickel and dime us forever through their 'plans' and and make us pay various monthly service fees for the privilege of downloading a couple of songs or uploading photos or videos we made using the phone's camera. The Sony Ericsson's phones lacking a standard USB interface is probably intimidating enough to persuade most users to succumb to the phone company's demand of an extra $10 or more per month for 'web' access. But it does not need to be this way.Since we only wanted a phone that made phone calls this inexpensive wire allows us to squeeze some extra functionality off our free phone by allowing us to transfer media files in and out of the phone by connecting it to a computer. It's easy, it requires no software installation and we don't need to pay one extra dime to the phone company for the privilege.Positives:- eliminates the need to pay the phone company for an Internet connection- no software installation required- file transfer is actually faster- allows for easy media files transfer to and from OUR computer - all DRM-free files can be easily send to the phone- even users who have an Internet plan may appreciate the ability to connect their phone directly to their computerConcerns:- some minimal computer skills are expected - such as the ability to recognize specific file types and copy or move them to/from specific foldersConclusion: recommended to any Sony Ericsson phone user, with or without a media or Internet plan.",5.0,1247702400,"07 16, 2009",Sony Ericsson USB Cable,5.0,http://ecx.images-amazon.com/images/I/21KnZpm-XPL.jpg,{'Cell Phones & Accessories': 25391},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]"
B0009SHMUY,A78ER07CE205J,"Elijah Fulton ""elijahblake""","[1, 1]","You can use this to charge your phone with your laptop/pc.  Also you can use this to debrand or add pics, music, or apps from your computer to phone..  works great.",5.0,1269302400,"03 23, 2010",Sony Ericsson USB Cable,5.0,http://ecx.images-amazon.com/images/I/21KnZpm-XPL.jpg,{'Cell Phones & Accessories': 25391},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]"
B0009SHMUY,A136S6XK9IU5LR,E. Silva,"[1, 1]","I was surprised how quickly I received it.  I was a little hesitant when I opened the package because it was in a small zip lock bag, no manufacturer brand packaging. But I tried it out and it works great and just as the OEM models.  I would recommend it. Also, perfectly priced!",5.0,1231977600,"01 15, 2009",Sony Ericsson USB Cable,5.0,http://ecx.images-amazon.com/images/I/21KnZpm-XPL.jpg,{'Cell Phones & Accessories': 25391},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]"
B0009SHMUY,A2VSNUK7YLRKRE,"F. Sasso ""Stupidity Should Hurt""","[0, 0]","It is hard to write A review on a cable.  It works and does what it is supposed to do,",5.0,1366243200,"04 18, 2013",Sony Ericsson USB Cable,5.0,http://ecx.images-amazon.com/images/I/21KnZpm-XPL.jpg,{'Cell Phones & Accessories': 25391},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]"
B0009SHMUY,A2I5PY02XEB33H,IndyFred,"[0, 0]",This is a SonY OEM cable.  It is good quality cable.  This cable will last a lot longer that some of the generic cables that I have gotten in the past.,4.0,1239667200,"04 14, 2009",Sony Ericsson USB Cable,5.0,http://ecx.images-amazon.com/images/I/21KnZpm-XPL.jpg,{'Cell Phones & Accessories': 25391},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]"
B0009SHMUY,A136QHBYMSF3QA,"Ken Hopson ""kwhopson""","[0, 0]","no special installs necessary.  with this cable, my sony ericsson w3001 just showed up on my windows xp system as another drive. works great.  too cool.",5.0,1243555200,"05 29, 2009",Sony Ericsson USB Cable,5.0,http://ecx.images-amazon.com/images/I/21KnZpm-XPL.jpg,{'Cell Phones & Accessories': 25391},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]"
B0009SHMUY,A1FF2PLA84KNAE,The Frugal Gearhead,"[0, 0]",Needed USB connector for an old Sony Ericsson W518a - works great!  PC sees the phone when connected with no problem!,5.0,1358467200,"01 18, 2013",Sony Ericsson USB Cable,5.0,http://ecx.images-amazon.com/images/I/21KnZpm-XPL.jpg,{'Cell Phones & Accessories': 25391},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]"
B000AM8RQM,A8S0SJEUG29BX,LadyNapier,"[0, 0]","This was used about four times before it stopped working, it was the car side with the issue and other chargers did work in this lighter so really not worth it.",3.0,1393545600,"02 28, 2014",Car Charger for Sony PSP,4.01,http://ecx.images-amazon.com/images/I/415wNo7uL7L._SY300_.jpg,{'Cell Phones & Accessories': 79979},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B000AM8RQM,A23Q9G7QH2UHPE,Michael Mangin,"[0, 0]","Bought this to use on a 12 hour car trip and it worked perfectly. The cord is about 5 feet long which is a good length. Had no trouble with it falling out of the psp like some others have commented on. Overall, you cant go wrong buying this product.",5.0,1344470400,"08 9, 2012",Car Charger for Sony PSP,4.01,http://ecx.images-amazon.com/images/I/415wNo7uL7L._SY300_.jpg,{'Cell Phones & Accessories': 79979},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
B000AM8RQM,A1DACSRSE26Q9X,N,"[0, 0]","Its a charger, its great, it does the job, my kids use it all the time, would buy another, and would recommend.",5.0,1400198400,"05 16, 2014",Car Charger for Sony PSP,4.01,http://ecx.images-amazon.com/images/I/415wNo7uL7L._SY300_.jpg,{'Cell Phones & Accessories': 79979},Sony,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Car Chargers']]"
