asin,reviewerID,reviewerName,helpful,reviewText,overall,unixReviewTime,reviewTime,title,price,imUrl,salesRank,brand,categories,sentiment
8199406933,A205L2POTHUAR7,Ana,"[0, 0]","very good charger, it woks fine, no complaints!!! I would recommend it!! It was good, but not using it anymore!",4.0,1384128000,"11 11, 2013",OEM Rim Micro-USB Travel Charger for Blackberry Curve 8520 / Curve 8900 / Tour 9630 / Storm 9530,4.35,http://ecx.images-amazon.com/images/I/41pDBxYLAvL._SY300_.jpg,{'Cell Phones & Accessories': 153690},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]",1.0
8199406933,A2CCYTJQNBHFA0,"Messy MakeUp Drawer ""Michelle MakeUp""","[0, 0]","This product arrived when promised and in the condition promised. It is a genuine Blackberry charger. It was brand new and worked perfectly. For the price, I don't think you can ask for much more than that!",5.0,1345852800,"08 25, 2012",OEM Rim Micro-USB Travel Charger for Blackberry Curve 8520 / Curve 8900 / Tour 9630 / Storm 9530,4.35,http://ecx.images-amazon.com/images/I/41pDBxYLAvL._SY300_.jpg,{'Cell Phones & Accessories': 153690},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]",1.0
8199406933,A1STLXG6FB22P2,Natica C.,"[0, 0]",Great product. Use this with my Galaxy S4. At this price I bought 2 more. One for work and one to keep in the car incase I ever travel and forget my charger.,5.0,1384905600,"11 20, 2013",OEM Rim Micro-USB Travel Charger for Blackberry Curve 8520 / Curve 8900 / Tour 9630 / Storm 9530,4.35,http://ecx.images-amazon.com/images/I/41pDBxYLAvL._SY300_.jpg,{'Cell Phones & Accessories': 153690},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]",0.0
8199406933,AZOFNVDHKYKNL,"Onir Pernia ""Onir Pernia""","[0, 0]","Honestly I have always loved this specific model, since you can just take it with you on the road not worrying if you end up losing it or leaving it where ever you go. Though it doesn't exactly meet the fast charging needs of high end phones, it works pretty well on all of them, you just need to be patient.",5.0,1371600000,"06 19, 2013",OEM Rim Micro-USB Travel Charger for Blackberry Curve 8520 / Curve 8900 / Tour 9630 / Storm 9530,4.35,http://ecx.images-amazon.com/images/I/41pDBxYLAvL._SY300_.jpg,{'Cell Phones & Accessories': 153690},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]",1.0
8199406933,A1W8C6YKUV2DNK,Tyler,"[0, 0]","I've had this charger well over a year now, and it still works perfectly.  Most chargers would have broken by now.  The folding blades make this more portable than the chargers that come with some Blackberry models that have adapters for different countries.",5.0,1316044800,"09 15, 2011",OEM Rim Micro-USB Travel Charger for Blackberry Curve 8520 / Curve 8900 / Tour 9630 / Storm 9530,4.35,http://ecx.images-amazon.com/images/I/41pDBxYLAvL._SY300_.jpg,{'Cell Phones & Accessories': 153690},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Batteries', 'Internal Batteries']]",0.0
8288853439,A1ABWKQZJZPXMG,"Carolin Mng ""carolinm""","[0, 0]","so far no problems, it charges fast that is what i need it. it doesn' have an USB as it specified, jus a direct wall charger.",5.0,1389312000,"01 10, 2014",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",-1.0
8288853439,A2C9H5QRLXXICT,c c,"[0, 0]",Great ! So far.I had this charger before and it seem to last pretty good 3 years fits most phones except Iphone and Galaxy 5  but that phone can still use it in the right side of the portal it will Judy charge it a bit slower. When this charger goes it tends to loose it's fit firmly in usb and has a short.,4.0,1402531200,"06 12, 2014",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",1.0
8288853439,A3KUXQ8TR97MF9,"Charles A. Kozlowsky ""Book Lover""","[0, 0]",Another very good phone charger that does the job and has a  very affordable price that anyone can afford  to buy it.,4.0,1355356800,"12 13, 2012",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",1.0
8288853439,A2A817AADURYEF,"David LaBedz ""dml""","[0, 0]",Works well. We use this for travel and it lives in our luggage most of the year. For the low price having an extra USB charger this works great. Charges our Galaxy S3 and Note 2.,5.0,1388620800,"01 2, 2014",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",1.0
8288853439,A3CHJDCPIUK6BZ,Jade,"[1, 1]","I needed a charger quick and I didn't want to spend $20.00 at the convenience store for a short, crappy charger. For this price, the charger is great.Pros: The cord length is perfect if you have a tall bed. I don't have to struggle to see my phone when I'm laying down.Cons: The plug in is a little blocky but nothing to worry about. The connecter doesn't like to stay in place 100% of the time. It does NOT fall out but if you wiggle it just right it disconnects the charge. My phone is also old and the port is a little worn. That could be my issue.If you need a good charger for a cheap price. Buy this!",4.0,1386633600,"12 10, 2013",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",0.0
8288853439,A12B7P0LP6OUBQ,John L,"[0, 0]",Bought as a spare charger for the house and turned into my main charger because my other one failed. Nice long cable and has held up for tons of charges for my Galaxy S3.,5.0,1391040000,"01 30, 2014",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",0.0
8288853439,AZW6WE7UXAMU0,Karmell  Harris,"[0, 0]",The charger only lasted a week ad after that it just stopped charging my Samsung Galaxy S3.  They really need to start making these chargers better....I've been thru several!!!!,1.0,1386892800,"12 13, 2013",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",-1.0
8288853439,A1AGQVCNRY2G8G,MDB,"[4, 4]","This Charger is awesome! First of all I wasn't expecting it until between 12/12  and 12/17, but it arrived on 12/11,So That was a plus for me! Second, I was kinda skeptical about purchasing it because it says that its for a Galaxy S and Blackberry so that can mean a lot of things! but I figured what the heck its cheap, so what can I loose!  Well, I just got it today and decided to give it a try at work on my Galaxy S4,  it charged  from 80%  to 100%  in about 7 minutes!! Yes i timed it!  and also the cord is long which is a plus for me!  So if your looking for a fast charger with a long cord and not to mention a great price, this is the one!!update:  not sure what the other reviewer meant by saying these are poor quality chargers, because I've had mine for a little over 2 weeks and it's still going strong!!  Love this charger  especially  for the length!!",5.0,1386720000,"12 11, 2013",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",0.0
8288853439,A3FMA2AFK85NMX,Nina L Hunter,"[0, 0]",I purchase this for a backup at work.  It charges my SGS4.  I would recommend this charger for the Samsung Galaxy S4.,5.0,1393286400,"02 25, 2014",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",0.0
8288853439,A2EMKC5VI5MZXB,"Suthrn Angel ""Suzy""","[0, 0]",This charger woks wonderfully on the Samsung Galaxy S4.  it chargers the phone fast and the price is great!  Highly Recommended product!,5.0,1379635200,"09 20, 2013",Universal MicroUSB Travel Wall Charger for your Galaxy S Phone Blackberry Z10 Q10 Original Equipment and Manufacturer (AC 110-220 volt),2.38,http://ecx.images-amazon.com/images/I/31o6dvFX88L._SX300_.jpg,{'Cell Phones & Accessories': 68851},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Chargers', 'Travel Chargers']]",1.0
9981724580,ADLVFFE4VBT8,"A. Dent ""Aragorn""","[20, 24]","A note of caution from someone who owned and used just about every major Blackberry model: if you already own a standard USB 2.0 cable and you don't need an extra, then you do NOT need this cable. All a Blackberry needs for data transfer is a STANDARD USB 2.0 cable with a Micro-USB connector at one end.There is NOTHING special about this cable and nothing justifies the artificially inflated MSRP listed for it. While this item is sold at a 90% off the MSRP discount, it's probably okay to purchase one, for as long as, after reading the first paragraph you decide that you will need a USB 2.0 cable.The items has 2 stars taken away for the exaggerated marketing claim (professional grade custom cable) and for the inflated MSRP.NOTE: Please make sure that you buy cable with a MICRO-USB connector because this is what your Blackberry needs.",3.0,1232841600,"01 25, 2009",Blackberry 9530 STORM Charging USB 2.0 Data Cable for your Phone! This professional grade custom cable outperforms the original! (RIM),2.8,http://ecx.images-amazon.com/images/I/41J9EwOcBLL._SX300_.jpg,{'Cell Phones & Accessories': 199636},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]",1.0
9981724580,A21MLQQXFC7VGU,alex Dahik,"[0, 0]",this is a good product is just a usb cable it work perfect just like a oem cable. . .,5.0,1359072000,"01 25, 2013",Blackberry 9530 STORM Charging USB 2.0 Data Cable for your Phone! This professional grade custom cable outperforms the original! (RIM),2.8,http://ecx.images-amazon.com/images/I/41J9EwOcBLL._SX300_.jpg,{'Cell Phones & Accessories': 199636},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]",1.0
9981724580,A34689THKVU0SD,blueyes,"[0, 0]","Well, went on the internet first....$14.00, then to a very well known store, here in Gloucester, MA, $28.  I was not happy.  Then, of course, I knew Amazon would come up with something...they did, $4.00 and change...it arrived promptly.  I cannot say enough about Amazon, they are realistic in their prices, knowing that people do not have that kind of money to pay for a wire,,for 14 or 28 dollars. I have never been so happy to get what I need without spending my last dollar for it.  Thank you again and again.",5.0,1325980800,"01 8, 2012",Blackberry 9530 STORM Charging USB 2.0 Data Cable for your Phone! This professional grade custom cable outperforms the original! (RIM),2.8,http://ecx.images-amazon.com/images/I/41J9EwOcBLL._SX300_.jpg,{'Cell Phones & Accessories': 199636},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]",1.0
9981724580,A1BHCRAPM0OI1W,"Jim at Lansing ""Amazon is great, and offers g...","[0, 0]","I would like a extra cable for my smartphones at work, so I purchased this one. Nothing special as long as it is working, and it is.No complain.",5.0,1357171200,"01 3, 2013",Blackberry 9530 STORM Charging USB 2.0 Data Cable for your Phone! This professional grade custom cable outperforms the original! (RIM),2.8,http://ecx.images-amazon.com/images/I/41J9EwOcBLL._SX300_.jpg,{'Cell Phones & Accessories': 199636},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]",1.0
9981724580,A3GG9XNLI26UJ4,L. Rushforth,"[1, 1]","There is a difference in USB cables.  On some computers, including mine, the USB ports are underpowered, and some poor cables do not transmit data well.  I have purchased some cheaper cables that would not transmit data between my computer and my Blackberry Storm 9530.  This cable works great, even with my underpowered USB ports.",5.0,1251331200,"08 27, 2009",Blackberry 9530 STORM Charging USB 2.0 Data Cable for your Phone! This professional grade custom cable outperforms the original! (RIM),2.8,http://ecx.images-amazon.com/images/I/41J9EwOcBLL._SX300_.jpg,{'Cell Phones & Accessories': 199636},BlackBerry,"[['Cell Phones & Accessories', 'Accessories', 'Data Cables']]",0.0
